CLID	NAME	Fourier	Scaled Fourier	Sin	Cos	Atan2	Phase
AGI_HUM1_OLIGO_A_23_P130470	843278 ^ ZNF8 ^ Zinc finger protein 8 (clone HF.18) ^ 7554	10.34564845	3.697803741	0.602716121	0.797955687	0.6469006	G1/S 
AGI_HUM1_OLIGO_A_32_P104809	849821 ^  ^  ^ 	6.688684063	3.696347407	-0.442959894	-0.896541428	-2.682695204	M/G1 
AGI_HUM1_OLIGO_A_24_P291978	849807 ^ ADCK2 ^ AarF domain containing kinase 2 ^ 90956	8.121414235	3.693846594	0.76533655	0.643630302	0.871564061	G1/S 
AGI_HUM1_OLIGO_A_32_P124266	862182 ^  ^  ^ 	7.015092487	3.693628587	0.800245522	0.599672498	0.927704533	S 
AGI_HUM1_OLIGO_A_24_P161018	"851416 ^ PARP14 ^ Poly (ADP-ribose) polymerase family, member 14 ^ 54625"	7.480013967	3.690938092	0.522116922	0.852873918	0.549331175	S 
AGI_HUM1_OLIGO_A_23_P423074	848350 ^  ^  ^ 	8.208685363	3.69080553	0.367086106	0.930186966	0.375874487	S 
AGI_HUM1_OLIGO_A_24_P136807	"866849 ^ RFC1 ^ Replication factor C (activator 1) 1, 145kDa ^ 5981"	8.496365567	3.689971566	0.13261075	0.991168194	0.133002532	S 
AGI_HUM1_OLIGO_A_32_P118578	"855784 ^ MCM5 ^ MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae) ^ 4174"	7.813730963	3.685596248	0.25605984	0.966660932	0.258943937	G1/S 
AGI_HUM1_OLIGO_A_24_P921477	869538 ^  ^  ^ 	7.58740998	3.685591985	0.903403357	0.428791761	1.127641406	S 
AGI_HUM1_OLIGO_A_23_P15829	864679 ^ TOP3A ^ Topoisomerase (DNA) III alpha ^ 7156	6.197597289	3.684756678	0.521380744	0.853324159	0.548468229	S 
AGI_HUM1_OLIGO_A_23_P155835	"690770 ^ CYP2U1 ^ Cytochrome P450, family 2, subfamily U, polypeptide 1 ^ 113612"	7.662099244	3.684741837	0.588442861	0.808538805	0.62913162	S 
AGI_HUM1_OLIGO_A_32_P150030	"857238 ^ PPM1D ^ Protein phosphatase 1D magnesium-dependent, delta isoform ^ 8493"	8.292574883	3.684482239	0.598678973	0.800989068	0.641850845	G1/S 
AGI_HUM1_OLIGO_A_32_P39691	865143 ^  ^  ^ 	7.884320265	3.683041947	0.135859879	0.990728062	0.136281338	G1/S 
AGI_HUM1_OLIGO_A_32_P137745	851864 ^ EIF4E ^ Eukaryotic translation initiation factor 4E ^ 1977	6.236459438	3.682959831	-0.795856025	-0.605485911	-2.221172603	M/G1 
AGI_HUM1_OLIGO_A_23_P205553	"684634 ^ SYNE2 ^ Spectrin repeat containing, nuclear envelope 2 ^ 23224"	9.21731374	3.679044693	0.935707222	0.352777543	1.210258489	S 
AGI_HUM1_OLIGO_A_24_P176409	843523 ^  ^  ^ 	7.754748706	3.678426275	0.825942077	0.563754987	0.971871236	S 
AGI_HUM1_OLIGO_A_24_P245646	856014 ^ TP53RK ^ TP53 regulating kinase ^ 112858	6.510342368	3.678323907	-0.607455955	-0.794353362	-2.488738662	G2/M 
AGI_HUM1_OLIGO_A_23_P320739	"772829 ^ MEF2C ^ MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C) ^ 4208"	9.222358579	3.678319274	0.292601064	-0.956234604	2.844646833	G2 
AGI_HUM1_OLIGO_A_24_P365442	849710 ^ SLC2A4RG ^ SLC2A4 regulator ^ 56731	7.217779039	3.675776678	0.727052878	0.686581468	0.814019679	S 
AGI_HUM1_OLIGO_A_24_P311917	"862854 ^ BTN3A3 ^ Butyrophilin, subfamily 3, member A3 ^ 10384"	9.690551467	3.675325764	0.693750114	0.720215786	0.766683015	G1/S 
AGI_HUM1_OLIGO_A_24_P298013	855194 ^ GTPBP2 ^ GTP binding protein 2 ^ 54676	9.314816532	3.674462251	0.960297301	0.278978661	1.288065947	S 
AGI_HUM1_OLIGO_A_32_P114831	848774 ^ B2M ^ Beta-2-microglobulin ^ 567	6.109248133	3.673631415	-0.473004585	-0.881059965	-2.648894792	M/G1 
AGI_HUM1_OLIGO_A_23_P403284	773269 ^ OTX1 ^ Orthodenticle homolog 1 (Drosophila) ^ 5013	8.187415589	3.672522574	0.055462158	0.99846079	0.055490631	S 
AGI_HUM1_OLIGO_A_24_P475000	"861406 ^ NPM1 ^ Nucleophosmin (nucleolar phosphoprotein B23, numatrin) ^ 4869"	7.713787428	3.671662536	-0.794077683	-0.607816283	-2.224104009	M/G1 
AGI_HUM1_OLIGO_A_32_P30320	"865174 ^ SERPINH1 ^ Serine (or cysteine) proteinase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1) ^ 871"	6.631339906	3.670499689	-0.793827393	-0.608143133	-2.224515685	M/G1 
AGI_HUM1_OLIGO_A_23_P309381	"772203 ^ HIST2H2AA ^ Histone 2, H2aa ^ 8337"	10.21542466	3.669503123	0.850546228	0.525900289	1.017023076	S 
AGI_HUM1_OLIGO_A_23_P11144	774761 ^ FLJ38564 ^ Hypothetical protein FLJ38564 ^ 158677	11.05674576	3.66939116	0.545821664	0.837901373	0.577369423	G1/S 
AGI_HUM1_OLIGO_A_23_P119907	856725 ^ FLJ10415 ^ Hypothetical protein FLJ10415 ^ 55139	6.94641774	3.669111743	0.591714311	0.806147737	0.633183732	G1/S 
AGI_HUM1_OLIGO_A_24_P396720	"870160 ^ PPP1CB ^ Protein phosphatase 1, catalytic subunit, beta isoform ^ 5500"	6.623829702	3.668800172	-0.759340253	-0.650693768	-2.279294052	M/G1 
AGI_HUM1_OLIGO_A_23_P29836	683147 ^ MGC29956 ^ Hypothetical protein MGC29956 ^ 131616	8.883269849	3.66757344	-0.532218667	-0.846606928	-2.580373582	G2 
AGI_HUM1_OLIGO_A_24_P113686	849034 ^ FLJ20729 ^ Hypothetical protein FLJ20729 ^ 54680	5.938742052	3.666905974	-0.335036354	-0.942205202	-2.79994884	G2/M 
AGI_HUM1_OLIGO_A_32_P220109	853175 ^ CALU ^ Calumenin ^ 813	8.612639313	3.666142177	0.013106903	-0.999914101	3.128485375	M/G1 
AGI_HUM1_OLIGO_A_24_P373174	"849750 ^ RAB27A ^ RAB27A, member RAS oncogene family ^ 5873"	7.916817467	3.664821474	0.753523008	0.657421536	0.853404574	S 
AGI_HUM1_OLIGO_A_23_P136817	692235 ^ KNTC1 ^ Kinetochore associated 1 ^ 9735	6.543392177	3.661073727	0.961274172	0.275593844	1.291588911	S 
AGI_HUM1_OLIGO_A_24_P163632	853574 ^ OXR1 ^ Oxidation resistance 1 ^ 55074	7.604409445	3.660047892	0.476218313	0.879327083	0.496349019	S 
AGI_HUM1_OLIGO_A_32_P124580	"863737 ^  ^ Transcribed locus, moderately similar to NP_055301.1 neuronal thread protein AD7c-NTP [Homo sapiens] ^ "	7.378007073	3.659853031	-0.291929271	-0.95643991	-2.845349298	G2 
AGI_HUM1_OLIGO_A_23_P90359	860964 ^ NRTN ^ Neurturin ^ 4902	7.976126194	3.659662053	0.54770745	0.836669917	0.579621683	G1/S 
AGI_HUM1_OLIGO_A_23_P205519	696279 ^ ABHD4 ^ Abhydrolase domain containing 4 ^ 63874	6.749485467	3.659240295	0.900080663	0.435723306	1.119954605	S 
AGI_HUM1_OLIGO_A_24_P328969	869822 ^ SMAP-5 ^ Golgi membrane protein SB140 ^ 81555	7.351635839	3.657857873	0.22269448	-0.974888285	2.917015165	G2 
AGI_HUM1_OLIGO_A_32_P460399	845431 ^  ^ MRNA full length insert cDNA clone EUROIMAGE 2362292 ^ 	9.693276249	3.656439507	-0.998971957	0.045332431	-1.525448355	G2/M 
AGI_HUM1_OLIGO_A_32_P45375	"848402 ^ UBE3A ^ Ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome) ^ 7337"	9.081098292	3.654261196	-0.576739148	-0.816928366	-2.526861215	G2/M 
AGI_HUM1_OLIGO_A_24_P933613	845269 ^  ^  ^ 	7.805831387	3.65318373	-0.361521802	-0.932363656	-2.771693077	M/G1 
AGI_HUM1_OLIGO_A_23_P34144	"689174 ^ MAGEH1 ^ Melanoma antigen, family H, 1 ^ 28986"	6.486622148	3.651034196	0.173902074	0.984762951	0.174790744	G1/S 
AGI_HUM1_OLIGO_A_23_P144521	"866133 ^ ADAMTS3 ^ A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 3 ^ 9508"	10.67007967	3.64972209	0.45397379	0.891015038	0.471220144	G1/S 
AGI_HUM1_OLIGO_A_24_P227121	849160 ^  ^  ^ 	6.771582996	3.647987191	-0.525821232	-0.850595104	-2.587912348	G2 
AGI_HUM1_OLIGO_A_23_P17522	"683547 ^ NKX2-2 ^ NK2 transcription factor related, locus 2 (Drosophila) ^ 4821"	8.050283967	3.647881526	0.497874981	0.867248813	0.521146748	S 
AGI_HUM1_OLIGO_A_23_P116829	"860119 ^ UBE2N ^ Ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast) ^ 7334"	6.866033552	3.647614655	-0.641139146	-0.767424652	-2.445610932	G2/M 
AGI_HUM1_OLIGO_A_23_P80570	696430 ^ AADAC ^ Arylacetamide deacetylase (esterase) ^ 13	13.2022208	3.64636097	-0.214196804	-0.976790525	-2.925723179	G2 
AGI_HUM1_OLIGO_A_23_P26905	"682495 ^ POLG2 ^ Polymerase (DNA directed), gamma 2, accessory subunit ^ 11232"	7.229887188	3.644072809	-0.439537424	-0.898224278	-2.686509035	G2 
AGI_HUM1_OLIGO_A_32_P157945	852837 ^ DSP ^ Desmoplakin ^ 1832	9.054174986	3.643897994	-0.608190258	-0.793791289	-2.487813931	G2/M 
AGI_HUM1_OLIGO_A_32_P234722	860459 ^ C19orf13 ^ Chromosome 19 open reading frame 13 ^ 26065	6.624902396	3.642490586	-0.511135628	-0.85950007	-2.605087116	M/G1 
AGI_HUM1_OLIGO_A_32_P2634	843751 ^  ^ LOC439971 ^ 439971	7.082052576	3.642285476	0.617556278	0.786526696	0.66563192	S 
AGI_HUM1_OLIGO_A_23_P308519	"773061 ^ SLC9A3R1 ^ Solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 1 ^ 9368"	7.804470755	3.642229434	-0.204625564	0.978840323	-0.206081162	G1/S 
AGI_HUM1_OLIGO_A_23_P343398	774136 ^ CCR7 ^ Chemokine (C-C motif) receptor 7 ^ 1236	9.650931069	3.641074321	0.600914008	0.799313677	0.644644109	S 
AGI_HUM1_OLIGO_A_24_P414719	853198 ^ LOC221442 ^ Hypothetical protein LOC221442 ^ 221442	6.80453363	3.639670189	-0.879606051	-0.475702843	-2.066559229	G2/M 
AGI_HUM1_OLIGO_A_23_P153197	690464 ^ TGIF ^ TGFB-induced factor (TALE family homeobox) ^ 7050	7.000915275	3.639502816	0.574188764	-0.818722946	2.529979705	G2 
AGI_HUM1_OLIGO_A_32_P34116	846999 ^ C6orf68 ^ Chromosome 6 open reading frame 68 ^ 116150	6.771527155	3.638355083	-0.570806693	-0.821084477	-2.53410466	M/G1 
AGI_HUM1_OLIGO_A_24_P926400	"850326 ^ GGA1 ^ Golgi associated, gamma adaptin ear containing, ARF binding protein 1 ^ 26088"	8.70789529	3.638315394	-0.115620047	0.993293514	-0.115879211	G1/S 
AGI_HUM1_OLIGO_A_23_P37424	689710 ^ SPATA5L1 ^ Spermatogenesis associated 5-like 1 ^ 79029	7.20672881	3.637142343	-0.352671789	-0.935747086	-2.781167833	M/G1 
AGI_HUM1_OLIGO_A_32_P151807	"856322 ^ COL27A1 ^ Collagen, type XXVII, alpha 1 ^ 85301"	10.583798	3.636042634	-0.872975956	-0.487763241	-2.080322018	M/G1 
AGI_HUM1_OLIGO_A_23_P118791	866682 ^ MGC10744 ^ Hypothetical protein MGC10744 ^ 84314	7.850602134	3.634012325	0.85410413	0.520102043	1.023825906	G1/S 
AGI_HUM1_OLIGO_A_32_P119569	856667 ^  ^  ^ 	7.677723562	3.632231207	0.840026579	0.542545248	0.99733221	S 
AGI_HUM1_OLIGO_A_32_P46146	856568 ^  ^ Hypothetical gene supported by AK098812 ^ 440536	8.213267741	3.631529185	-0.474735813	-0.880128347	-2.646928814	M/G1 
AGI_HUM1_OLIGO_A_24_P389714	869029 ^  ^  ^ 	6.279648832	3.630221032	-0.816482292	-0.577370476	-2.186300784	M/G1 
AGI_HUM1_OLIGO_A_32_P160348	862665 ^  ^  ^ 	6.685569774	3.630110619	-0.916138389	-0.400862137	-1.983254035	M/G1 
AGI_HUM1_OLIGO_A_23_P395595	774893 ^ FNBP4 ^ Formin binding protein 4 ^ 23360	7.284548167	3.629985051	-0.153042611	-0.988219591	-2.987946228	G2 
AGI_HUM1_OLIGO_A_23_P380181	772302 ^ LMO4 ^ LIM domain only 4 ^ 8543	8.484359864	3.629447947	0.629496021	0.777003706	0.680904423	G1/S 
AGI_HUM1_OLIGO_A_32_P40667	870429 ^ NARG1 ^ NMDA receptor regulated 1 ^ 80155	6.317801804	3.628850589	-0.746470983	-0.665417968	-2.29884993	M/G1 
AGI_HUM1_OLIGO_A_24_P233917	850534 ^ KIAA0494 ^ KIAA0494 gene product ^ 9813	6.048680071	3.628451957	-0.90006712	-0.435751282	-2.021669131	G2/M 
AGI_HUM1_OLIGO_A_32_P115663	863425 ^  ^  ^ 	9.575829524	3.627707257	-0.545860608	0.837876003	-0.577415903	G1/S 
AGI_HUM1_OLIGO_A_23_P26836	687592 ^ HAN11 ^ WD-repeat protein ^ 10238	8.095497751	3.627349677	-0.25624177	-0.966612722	-2.882460507	G2/M 
AGI_HUM1_OLIGO_A_24_P914479	855812 ^  ^  ^ 	7.444332973	3.624601059	-0.442670031	0.896684584	-0.458574162	G1/S 
AGI_HUM1_OLIGO_A_23_P203439	"697735 ^ KCNC1 ^ Potassium voltage-gated channel, Shaw-related subfamily, member 1 ^ 3746"	7.33601457	3.624431359	0.067773306	0.997700746	0.067825296	G1/S 
AGI_HUM1_OLIGO_A_24_P220897	856341 ^  ^  ^ 	10.56804618	3.623656219	0.331727168	0.943375369	0.338133826	G1/S 
AGI_HUM1_OLIGO_A_23_P110445	"686225 ^ APBB3 ^ Amyloid beta (A4) precursor protein-binding, family B, member 3 ^ 10307"	6.791979925	3.623032267	0.902972308	0.429698745	1.126637203	S 
AGI_HUM1_OLIGO_A_24_P222844	858614 ^ FLJ10330 ^ Hypothetical protein FLJ10330 ^ 55119	7.614632151	3.622973446	-0.645517494	-0.763745484	-2.43989199	G2 
AGI_HUM1_OLIGO_A_32_P43826	"853750 ^  ^ Similar to zinc finger protein 91 (HPF7, HTF10) ^ 401642"	8.540269444	3.61998963	-0.952577853	-0.304294979	-1.87999455	G2/M 
AGI_HUM1_OLIGO_A_24_P301146	859558 ^ LMO7 ^ LIM domain 7 ^ 4008	7.158699694	3.617913762	-0.841870372	-0.539679791	-2.140853035	M/G1 
AGI_HUM1_OLIGO_A_23_P118552	694010 ^ HIS1 ^ HMBA-inducible ^ 10614	6.815466106	3.617322267	-0.895634174	-0.444791441	-2.031737712	G2/M 
AGI_HUM1_OLIGO_A_23_P386168	860660 ^  ^  ^ 	6.334551238	3.614741984	0.443041243	0.896501231	0.458988187	S 
AGI_HUM1_OLIGO_A_24_P943843	"854472 ^  ^ CDNA FLJ30141 fis, clone BRACE2000148 ^ "	6.287431631	3.614537559	-0.963504426	-0.267692402	-1.841793553	G2/M 
AGI_HUM1_OLIGO_A_32_P30717	863466 ^  ^  ^ 	11.05450125	3.614236021	-0.763070693	0.646315029	-0.86805096	G1/S 
AGI_HUM1_OLIGO_A_24_P921222	862973 ^  ^  ^ 	9.180552323	3.609719729	-0.129431036	-0.991588426	-3.011797486	G2 
AGI_HUM1_OLIGO_A_32_P16989	854553 ^  ^  ^ 	10.55372473	3.609511057	-0.722527836	-0.69134183	-2.334140866	G2/M 
AGI_HUM1_OLIGO_A_23_P360213	772182 ^  ^  ^ 	6.928627246	3.607930209	0.241506232	0.970399268	0.24391773	S 
AGI_HUM1_OLIGO_A_23_P65812	"687794 ^ SMAD6 ^ SMAD, mothers against DPP homolog 6 (Drosophila) ^ 4091"	7.179126259	3.607403258	0.608034082	0.793910924	0.653581991	G1/S 
AGI_HUM1_OLIGO_A_24_P388632	867846 ^ RNF3 ^ Ring finger protein 3 ^ 10336	7.950648157	3.607058006	-0.419398729	-0.907802129	-2.708809772	G2/M 
AGI_HUM1_OLIGO_A_23_P39445	695424 ^ RKHD1 ^ Ring finger and KH domain containing 1 ^ 399664	8.215508606	3.606131778	0.355795361	0.934563888	0.363764981	G1/S 
AGI_HUM1_OLIGO_A_32_P127997	"855400 ^  ^ Homo sapiens, clone IMAGE:5286302, mRNA ^ "	6.47428911	3.605136674	-0.188611609	0.982051761	-0.189748189	G1/S 
AGI_HUM1_OLIGO_A_23_P146066	682553 ^ SPAG1 ^ Sperm associated antigen 1 ^ 6674	9.095394223	3.604404681	0.949974797	0.312326567	1.253155194	S 
AGI_HUM1_OLIGO_A_23_P347059	"774851 ^ MOBKL1A ^ MOB1, Mps One Binder kinase activator-like 1A (yeast) ^ 92597"	7.863356235	3.602101268	-0.873297673	-0.487187002	-2.079662053	G2/M 
AGI_HUM1_OLIGO_A_23_P155049	"686395 ^ APOL6 ^ Apolipoprotein L, 6 ^ 80830"	10.21934112	3.601684147	0.853321445	0.521385185	1.022322894	G1/S 
AGI_HUM1_OLIGO_A_23_P115492	689829 ^ FLJ12505 ^ Hypothetical protein FLJ12505 ^ 79805	7.598311171	3.601204383	0.454128611	0.890936139	0.47139391	G1/S 
AGI_HUM1_OLIGO_A_23_P158537	"866917 ^  ^ CDNA FLJ12781 fis, clone NT2RP2001861 ^ "	8.087283785	3.60022421	0.552761785	0.833339312	0.585674727	G1/S 
AGI_HUM1_OLIGO_A_24_P926648	870222 ^ TIMM17B ^ Translocase of inner mitochondrial membrane 17 homolog B (yeast) ^ 10245	10.15236766	3.600100638	-0.290008119	0.957024185	-0.294235322	G1/S 
AGI_HUM1_OLIGO_A_23_P106103	691492 ^ AKAP5 ^ A kinase (PRKA) anchor protein 5 ^ 9495	10.59051927	3.598266599	0.64088868	0.767633832	0.695655394	G1/S 
AGI_HUM1_OLIGO_A_23_P7512	692906 ^ TRIM52 ^ Tripartite motif-containing 52 ^ 84851	6.474987933	3.597509771	0.273142886	0.961973474	0.276658646	G1/S 
AGI_HUM1_OLIGO_A_23_P24751	696431 ^ MGC29649 ^ Hypothetical protein MGC29649 ^ 283237	6.021985565	3.594691799	-0.427012726	-0.904245615	-2.700406072	G2/M 
AGI_HUM1_OLIGO_A_24_P333567	842640 ^ LOC286260 ^ Hypothetical protein LOC286260 ^ 286260	7.858928825	3.593306591	0.430628981	0.902529047	0.445189571	S 
AGI_HUM1_OLIGO_A_24_P287941	"847304 ^ HUMGT198A ^ GT198, complete ORF ^ 29893"	6.624945767	3.590939229	0.452176813	0.891928321	0.469204403	G1/S 
AGI_HUM1_OLIGO_A_32_P141338	849387 ^ ANXA1 ^ Annexin A1 ^ 301	5.639226687	3.590089607	-0.509016765	-0.860756605	-2.607550541	M/G1 
AGI_HUM1_OLIGO_A_23_P114381	869424 ^ STK23 ^ Serine/threonine kinase 23 ^ 26576	8.170908199	3.584667307	-0.515670979	-0.856786695	-2.599802054	G2/M 
AGI_HUM1_OLIGO_A_23_P360209	853556 ^  ^  ^ 	6.625713426	3.582755149	0.201615356	0.979464776	0.203006865	S 
AGI_HUM1_OLIGO_A_23_P218774	"696272 ^ RAC2 ^ Ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2) ^ 5880"	8.326294882	3.582163563	-0.716765784	-0.697313997	-2.342439566	G2/M 
AGI_HUM1_OLIGO_A_23_P321034	845867 ^  ^  ^ 	9.191995573	3.581881683	0.828315718	0.56026161	0.976094726	G1/S 
AGI_HUM1_OLIGO_A_23_P382045	772590 ^ TULP4 ^ Tubby like protein 4 ^ 56995	6.65751708	3.580659014	-0.716297364	-0.69779516	-2.343111083	G2/M 
AGI_HUM1_OLIGO_A_24_P494454	"859930 ^ SPIN3 ^ Spindlin family, member 3 ^ 169981"	6.811237954	3.58043621	0.296273595	0.955103113	0.300788706	G1/S 
AGI_HUM1_OLIGO_A_23_P73571	687780 ^ MUM1L1 ^ Melanoma associated antigen (mutated) 1-like 1 ^ 139221	8.702350865	3.579651112	0.1639249	0.986472821	0.16466807	G1/S 
AGI_HUM1_OLIGO_A_24_P323598	848080 ^  ^  ^ 	8.881683703	3.579558338	0.990143504	0.140056564	1.430277786	G1/S 
AGI_HUM1_OLIGO_A_32_P115606	853926 ^ PXK ^ PX domain containing serine/threonine kinase ^ 54899	6.841026768	3.57952621	0.721307848	0.692614603	0.805688744	S 
AGI_HUM1_OLIGO_A_23_P65870	682743 ^ FBXO22 ^ F-box protein 22 ^ 26263	6.46092653	3.578106339	0.677208042	0.735791592	0.743961481	G1/S 
AGI_HUM1_OLIGO_A_23_P18505	683498 ^ GAB1 ^ GRB2-associated binding protein 1 ^ 2549	9.579241058	3.576706605	0.806821005	0.59079596	0.938751304	G1/S 
AGI_HUM1_OLIGO_A_24_P240166	"696893 ^ PHLDB2 ^ Pleckstrin homology-like domain, family B, member 2 ^ 90102"	8.878469684	3.576540578	0.557502017	-0.830175585	2.550218886	G2 
AGI_HUM1_OLIGO_A_24_P941759	851240 ^ KIAA1333 ^ KIAA1333 ^ 55632	9.037969015	3.576161656	-0.549292961	-0.835629848	-2.560074766	G2/M 
AGI_HUM1_OLIGO_A_23_P109547	692688 ^ FLJ20232 ^ Hypothetical protein FLJ20232 ^ 54471	6.812780407	3.57523134	-0.869681195	-0.493613836	-2.08703656	G2/M 
AGI_HUM1_OLIGO_A_32_P210744	866039 ^  ^  ^ 	6.279818422	3.574252852	-0.194754113	-0.980852097	-2.945585897	M/G1 
AGI_HUM1_OLIGO_A_23_P313560	868440 ^ NCOA3 ^ Nuclear receptor coactivator 3 ^ 8202	8.371467271	3.573662177	-0.676910541	-0.736065295	-2.398035425	G2/M 
AGI_HUM1_OLIGO_A_24_P892494	863690 ^ LOC285548 ^ Hypothetical protein LOC285548 ^ 285548	6.608373901	3.572282071	0.60725949	0.794503563	0.652606689	G1/S 
AGI_HUM1_OLIGO_A_23_P56709	692223 ^ RNF103 ^ Ring finger protein 103 ^ 7844	8.134912025	3.571795823	0.417713603	0.908578751	0.430927406	G1/S 
AGI_HUM1_OLIGO_A_32_P9963	843883 ^ HSF2 ^ Heat shock transcription factor 2 ^ 3298	6.488869945	3.570448776	-0.200311831	0.979732193	-0.201676192	G1/S 
AGI_HUM1_OLIGO_A_23_P398770	857343 ^ KIAA1935 ^ KIAA1935 protein ^ 114825	6.819076942	3.569766322	-0.593596353	-0.804762928	-2.506072304	G2 
AGI_HUM1_OLIGO_A_32_P162709	864139 ^  ^ Full-length cDNA clone CS0DC002YA18 of Neuroblastoma Cot 25-normalized of Homo sapiens (human) ^ 	8.207368726	3.569253341	0.84162344	0.540064797	1.000282229	S 
AGI_HUM1_OLIGO_A_24_P506726	"851763 ^  ^ CDNA FLJ12874 fis, clone NT2RP2003769 ^ "	7.315836814	3.568211616	-0.675731927	-0.73714745	-2.399635485	G2/M 
AGI_HUM1_OLIGO_A_23_P335039	866418 ^ KIAA1982 ^ KIAA1982 protein ^ 170960	7.072600426	3.567943027	-0.967303261	-0.253622556	-1.82721976	M/G1 
AGI_HUM1_OLIGO_A_23_P85441	"696244 ^ IGSF9 ^ Immunoglobulin superfamily, member 9 ^ 57549"	7.294215225	3.566667007	-0.43682299	0.899547484	-0.452063845	G1/S 
AGI_HUM1_OLIGO_A_23_P9289	"692120 ^ RFX3 ^ Regulatory factor X, 3 (influences HLA class II expression) ^ 5991"	9.153912408	3.56619035	0.861876288	0.507118589	1.038958021	S 
AGI_HUM1_OLIGO_A_23_P354591	852860 ^  ^  ^ 	7.363940633	3.563359325	0.610257149	0.792203391	0.65638515	S 
AGI_HUM1_OLIGO_A_23_P55477	684705 ^ ADORA2B ^ Adenosine A2b receptor ^ 136	6.845043488	3.563180543	0.27205511	-0.962281673	2.866064602	G2 
AGI_HUM1_OLIGO_A_24_P307065	857280 ^  ^  ^ 	8.115922203	3.562776224	0.960711271	0.277549734	1.289553632	S 
AGI_HUM1_OLIGO_A_23_P347040	772032 ^ DTX3L ^ Deltex 3-like (Drosophila) ^ 151636	7.80854427	3.555128695	0.747253235	0.664539391	0.843919081	G1/S 
AGI_HUM1_OLIGO_A_23_P216689	687115 ^ BRD3 ^ Bromodomain containing 3 ^ 8019	8.32646674	3.549739301	0.587981337	0.808874494	0.628560926	S 
AGI_HUM1_OLIGO_A_23_P31273	684538 ^ AMPH ^ Amphiphysin (Stiff-Man syndrome with breast cancer 128kDa autoantigen) ^ 273	7.735544633	3.54882034	0.739338592	0.67333383	0.83208754	G1/S 
AGI_HUM1_OLIGO_A_32_P132276	846984 ^  ^  ^ 	5.682772356	3.548737901	-0.971943582	-0.235214099	-1.808235168	M/G1 
AGI_HUM1_OLIGO_A_23_P96556	683010 ^ GK ^ Glycerol kinase ^ 2710	9.067469482	3.548699261	0.811591978	0.584224666	0.946871922	S 
AGI_HUM1_OLIGO_A_32_P104619	850796 ^  ^ Similar to KIAA0454 protein ^ 440668	8.047733276	3.547183301	0.523653841	0.851931132	0.551134218	S 
AGI_HUM1_OLIGO_A_23_P126649	854736 ^ PGBD5 ^ PiggyBac transposable element derived 5 ^ 79605	7.815485529	3.545690397	0.733679054	0.67949617	0.823720627	G1/S 
AGI_HUM1_OLIGO_A_32_P92536	845699 ^  ^  ^ 	7.643149641	3.542179485	-0.787788976	-0.615945232	-2.234381586	M/G1 
AGI_HUM1_OLIGO_A_23_P4353	688712 ^ WSB1 ^ WD repeat and SOCS box-containing 1 ^ 26118	7.125457754	3.542164806	-0.127638084	-0.99182081	-3.013605435	G2 
AGI_HUM1_OLIGO_A_24_P921155	850762 ^ DKFZP434F2021 ^ DKFZP434F2021 protein ^ 25871	7.487567544	3.540578677	-0.530616231	-0.847612184	-2.582265233	G2/M 
AGI_HUM1_OLIGO_A_32_P186185	"860065 ^ YTHDF2 ^ YTH domain family, member 2 ^ 51441"	8.187543065	3.539605868	0.356338929	-0.934356767	2.777245981	M/G1 
AGI_HUM1_OLIGO_A_24_P68068	846484 ^ NANOG ^ Nanog homeobox ^ 79923	9.491164558	3.538913582	0.676429547	0.736507344	0.742903958	G1/S 
AGI_HUM1_OLIGO_A_24_P415959	847278 ^ EIF5 ^ Eukaryotic translation initiation factor 5 ^ 1983	7.067287935	3.535863096	-0.5103428	-0.859971061	-2.606009292	M/G1 
AGI_HUM1_OLIGO_A_32_P177797	"861564 ^  ^ CDNA: FLJ23130 fis, clone LNG08419 ^ "	6.99719327	3.535226942	-0.660345975	-0.750961512	-2.420313276	G2/M 
AGI_HUM1_OLIGO_A_23_P217564	691526 ^ ACSL4 ^ Acyl-CoA synthetase long-chain family member 4 ^ 2182	6.062265601	3.533615809	-0.570353651	-0.821399241	-2.534656316	G2 
AGI_HUM1_OLIGO_A_24_P721730	"848520 ^ SMARCA2 ^ SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 ^ 6595"	7.97447629	3.530380399	0.646540319	0.762879818	0.703040644	G1/S 
AGI_HUM1_OLIGO_A_32_P410272	"866420 ^  ^ CDNA clone IMAGE:6971743, partial cds ^ "	9.978594309	3.526315486	-0.093913541	-0.995580357	-3.047540512	G2 
AGI_HUM1_OLIGO_A_23_P259344	"682833 ^ CECR6 ^ Cat eye syndrome chromosome region, candidate 6 ^ 27439"	7.133750977	3.523759097	0.536855009	0.843674522	0.566704939	S 
